"Distribuicao","AreaBasal","Profundidade","Exposicao","Area"
1,142.933676695463,0,1,2
1,138.491266680668,0,1,1
1,140.397509976642,1,1,3
1,144.806320759048,0,1,4
1,132.717670414618,0,1,5
1,136.09130144234,1,1,3
1,141.602011571583,1,1,1
1,137.776090108315,1,0,3
1,146.850019969855,0,0,5
1,143.366269316774,1,0,2
1,140.360833762074,0,0,5
1,132.461213412317,0,1,3
1,140.130501126631,0,1,5
1,138.417920659015,0,1,5
1,139.488267432397,1,1,3
1,134.092203864722,0,1,1
1,142.49329021915,1,0,1
1,134.805217798465,1,1,1
1,138.868890092788,1,0,5
1,141.907129147257,0,1,5
1,136.082421054935,1,1,4
1,142.9149570284,1,1,1
1,133.417447991742,1,1,3
1,125.951126605197,0,1,2
1,142.324839953929,0,1,5
1,144.202699134805,1,1,2
1,138.570772882043,1,1,3
1,142.520631272958,0,1,4
1,134.220417374582,0,1,5
1,139.364256965872,1,1,2
1,130.292408119797,1,0,3
1,145.905904457193,1,1,3
1,149.299554307716,1,1,2
1,145.37006130141,1,1,4
1,139.863265167931,0,1,3
1,139.83334828862,1,1,5
1,132.419661884245,0,0,4
1,143.951926719441,1,1,4
1,138.946329096541,1,1,3
1,136.716285373195,0,0,3
1,132.939871036708,1,1,4
1,138.501187516769,0,1,5
1,135.754694324916,1,0,1
1,138.014847398361,1,1,5
1,133.912000061182,1,1,2
1,148.437947414728,0,1,1
1,139.91998736396,0,1,4
1,145.374725386362,1,1,2
1,126.991501648712,0,1,5
1,137.734010850026,1,1,3
1,136.62258854204,0,1,3
1,133.88536910317,0,1,2
1,147.73304577112,1,0,3
1,132.923590401153,1,0,1
1,141.59195130204,1,0,3
1,144.232181427898,0,1,4
1,140.89095094209,0,1,2
1,135.623722612522,1,0,1
1,144.705829033621,0,0,3
1,140.852940409204,0,1,1
1,134.68251046809,1,1,2
1,133.05975476199,1,1,3
1,150.433587172466,0,1,2
1,136.607484272908,1,1,4
1,130.72214173041,0,1,5
1,142.666296813768,0,1,2
1,141.551151280304,1,0,3
1,133.230828321387,1,1,4
1,130.28521793209,1,1,5
1,139.418487414207,1,1,1
1,145.696981458547,1,1,2
1,143.180620175911,1,1,5
1,137.53531287919,0,0,2
1,135.829058842078,0,1,3
1,141.355333783753,1,1,2
1,140.786766736081,1,1,5
1,143.148558733464,1,1,4
1,138.021010248556,1,1,2
1,144.496770266015,1,1,3
1,135.845942363319,1,1,3
1,138.3472764994,0,1,5
1,143.70407261863,1,1,4
1,144.949858043136,1,1,4
1,130.307476492733,0,1,1
1,140.535952035081,0,1,1
1,143.043895058673,1,0,5
1,132.745878432547,1,0,5
1,142.403127999376,1,1,1
1,135.859128648016,1,1,2
1,145.101265060822,1,1,4
1,142.692410160513,1,1,1
1,143.845261474978,1,1,1
1,140.603596646435,0,0,1
1,144.318242170789,1,1,4
1,146.902572641573,1,1,5
1,149.831240077278,0,1,2
1,139.858024726255,1,1,1
1,128.754744548338,1,1,1
1,140.15763002297,0,1,5
1,141.02780604225,0,1,4
1,139.223273264278,1,1,5
1,142.841443103885,1,1,4
1,145.053389822571,1,0,3
1,137.410087849161,0,1,5
1,138.529523364219,1,0,2
1,141.989211044002,1,1,4
1,137.248881292554,0,1,4
1,140.456336917441,1,1,5
1,130.191462005573,1,1,4
1,134.400501393012,0,1,1
1,133.361222621979,1,1,1
1,135.731881516364,0,1,5
1,136.533477360347,0,1,3
1,141.911525712732,1,0,2
1,144.910565012613,0,1,5
1,136.363082354562,1,1,4
1,135.01580508811,1,0,4
1,134.791555705052,1,1,1
1,137.927056368182,0,1,1
1,138.804854659237,1,1,3
1,142.418087669191,1,1,3
1,138.393375789158,1,1,4
1,129.6075536557,0,1,3
1,139.542828622249,1,1,4
1,145.935934053258,0,1,3
1,145.958006342552,1,1,5
1,136.055183909444,0,1,4
1,132.261117281812,0,1,1
1,152.290302459326,0,1,1
1,139.187890287603,1,1,3
1,139.512743749472,1,0,3
1,142.102870943491,0,1,3
1,131.929802716904,1,1,1
1,136.358904444044,1,1,2
1,132.29778797355,1,1,4
1,136.534526929947,0,1,2
1,140.594247165023,1,1,3
1,133.176452710065,1,1,4
1,142.949913396837,1,1,4
1,141.446720144087,1,1,3
1,135.478924871897,0,0,2
1,141.131624711905,1,1,1
1,143.740405812469,0,1,5
1,145.305476266309,1,1,3
1,138.935758606767,1,0,1
1,139.531816030445,0,1,4
1,139.56642932509,0,1,3
1,147.207308780275,0,1,2
1,145.62535946139,1,1,3
1,144.172007838785,0,1,2
1,138.563296000797,1,1,2
1,141.866207170832,0,1,4
1,142.016451656103,1,1,3
1,134.791633528553,0,1,5
1,131.358477423396,1,1,5
1,143.209150138258,0,1,5
1,132.353447344098,1,1,5
1,140.008418442421,0,1,4
1,141.251239106742,0,1,4
1,142.819336951529,1,1,3
1,140.947131187574,0,1,4
1,136.335730968514,1,0,5
1,144.931829299477,1,1,5
1,148.693168834531,1,1,4
1,144.405894044627,1,1,3
1,130.28174549338,1,1,5
1,146.997880927015,1,0,4
1,139.719720269069,0,1,1
1,142.624571396596,1,1,1
1,143.110166179355,0,1,4
1,139.516569633966,1,1,1
1,139.623684011756,1,1,4
1,145.095785346655,0,1,4
1,143.558009612431,1,1,5
1,144.951311230221,1,0,4
1,151.914633476152,0,1,1
1,143.32207931847,0,1,3
1,141.036905786927,0,1,3
1,128.946834447122,0,1,4
1,153.458570016231,0,0,3
1,137.586615891018,0,1,2
1,151.873673575477,1,0,4
1,141.873217840025,0,0,1
1,147.692150994484,1,0,5
1,139.451448394119,1,1,1
1,142.557353773491,0,1,3
1,141.069789898211,1,0,3
1,139.069396503133,0,1,2
1,139.398030876888,1,0,2
1,145.064171679221,1,1,4
1,138.992709265143,0,1,5
1,129.811587527796,0,1,3
1,139.020553755851,1,1,4
1,142.698953027681,1,1,5
1,143.082278581757,1,1,5
1,143.082839087387,1,1,2
1,131.539492395655,0,1,4
1,141.843710290056,1,1,1
1,144.839296049735,0,0,2
1,146.382893407338,0,0,4
1,138.875193644779,1,1,4
1,138.390537069086,1,1,2
1,147.43918915939,1,0,3
1,131.660359771103,1,1,4
1,137.815850115434,1,0,2
1,142.287310396787,0,1,2
1,131.911131173094,1,1,4
1,141.398139312159,0,1,3
1,149.389320105261,0,1,4
1,139.979696732818,1,1,4
1,138.607729875182,1,1,1
1,142.37455857017,0,1,3
1,138.604639146063,1,1,1
1,144.067001870395,1,0,3
1,144.522177322248,1,1,3
1,140.013458306151,1,1,2
1,134.116539211251,0,1,3
1,133.408896362705,0,1,3
1,137.035013171723,1,1,1
1,143.986902502749,0,1,2
1,130.208974126715,1,1,2
1,130.568374206337,0,1,1
1,136.731100876199,1,1,3
1,141.971974239903,1,1,1
1,135.432169759175,1,1,3
1,144.43374518548,1,1,3
1,141.666849850776,1,1,5
1,139.146801908807,1,1,2
1,144.094140682659,1,1,3
1,141.941825814097,0,1,5
1,137.770324863939,1,1,5
1,141.155574672091,1,1,4
1,143.237566789888,0,1,5
1,141.78141672431,1,1,4
1,136.709948960253,1,0,1
1,144.276011025321,1,0,3
1,145.764681127793,1,0,5
1,141.381372782717,0,1,3
1,140.720523312311,1,1,5
1,139.621874596101,0,0,3
1,150.807079231514,0,1,1
1,141.381577660679,1,1,4
1,139.2085298565,1,1,1
1,127.460410989014,1,1,4
1,132.173591174847,0,1,3
1,139.611633996947,1,1,2
1,141.031470224215,0,1,2
1,141.384362294308,1,1,4
1,144.107533902243,1,0,2
1,139.029237953398,0,1,2
1,146.072943972413,1,1,4
1,135.392419785652,1,1,3
1,133.957786397785,1,1,5
1,133.855069112231,0,1,4
1,143.711485120933,1,1,2
1,139.585400288304,1,1,5
1,143.949089609102,1,1,5
1,138.661467892215,0,1,5
1,137.040539488936,1,1,1
1,138.158237124367,1,1,4
1,130.736915878791,0,1,5
1,134.151923697929,1,1,4
1,132.789826768208,1,1,1
1,145.271611359877,1,1,3
1,137.013349543186,1,0,4
1,143.947299263951,0,1,5
1,147.58245300846,0,1,2
1,139.04112595445,0,1,3
1,141.419394531762,1,1,4
1,131.24466240302,0,1,2
1,135.906651112401,0,1,5
1,140.281074246914,0,1,1
1,141.495434516681,1,1,2
1,136.203009413506,1,1,3
1,153.424294996134,0,0,3
1,137.708049304538,0,1,5
1,140.32121778315,1,1,1
1,143.248959335768,1,1,4
1,139.86990682613,0,1,2
1,136.782163064864,1,1,3
1,145.226528319817,0,1,2
1,148.077726616036,0,1,3
1,139.851530144751,1,1,2
1,142.811336727015,0,1,2
1,139.512937507487,1,1,5
1,145.082276088511,0,1,5
1,134.219163028701,1,0,3
1,151.604301119972,1,1,5
1,136.982343761058,0,1,2
1,132.70575292781,1,0,4
1,138.245410864035,0,1,3
1,140.733542420725,0,1,5
1,148.118106038401,1,0,2
1,144.556048383857,0,0,3
1,140.712292160229,1,1,1
1,133.052582380059,0,1,5
1,135.669811276639,0,1,3
1,139.183575338854,1,1,5
1,152.765130567303,1,0,2
1,130.698862128908,0,0,4
1,145.65527325923,1,1,3
1,137.36382871383,1,1,2
1,148.329954499937,0,0,4
1,134.303996800133,0,1,3
1,140.718116173314,0,1,4
1,134.502245291486,1,1,3
1,144.517582131808,0,0,1
1,147.41889744369,1,0,5
1,149.753605032006,0,0,2
1,143.988003287948,1,1,5
1,149.216331272889,0,1,2
1,146.232119543308,1,1,4
1,139.34062544088,0,1,5
1,142.385186191423,0,1,1
1,135.14002894262,1,1,3
1,139.073989152995,1,1,4
1,146.104818541744,1,1,4
1,142.706420717412,1,1,2
1,142.286786658127,1,1,5
1,134.809344801564,0,1,3
1,136.977433848329,1,1,2
1,136.176969931232,1,1,4
1,141.976479350068,0,1,5
1,135.047461847667,0,0,1
1,142.810206950495,1,0,1
1,134.417917940332,1,1,3
1,149.142652290677,1,1,2
1,142.302956747391,1,1,2
1,136.494981938734,0,1,4
1,141.205229662506,1,1,3
1,138.23773400386,0,0,1
1,141.855739798798,1,1,4
1,141.217663593801,1,1,4
1,134.929429136693,1,0,3
1,136.043430605903,1,0,3
1,141.497968423698,1,1,2
1,148.195259543758,1,1,5
1,145.423085043355,1,1,5
1,136.87716263191,1,1,5
1,144.129614508237,0,0,3
1,139.757158236219,1,1,2
1,141.506568258592,0,0,1
1,141.301807453683,1,1,5
1,152.877248818617,1,1,5
1,134.073555947064,1,1,3
1,140.504599295064,1,1,1
1,131.100113560162,0,1,4
1,142.949179614794,0,1,2
1,145.483042358607,0,0,2
1,147.228311205506,0,1,3
1,130.374273740814,1,1,4
1,142.06384748597,0,1,2
1,147.966849756918,1,1,5
1,137.929920684788,1,1,3
1,138.93924733959,1,1,5
1,139.817313888976,0,1,5
1,141.825093757165,1,1,1
1,143.32579937873,1,1,4
1,146.589104418557,1,0,1
1,139.522562047775,0,0,2
1,140.981390227362,0,1,1
1,152.439989386107,1,1,1
1,142.155494640575,0,1,1
1,140.943765546649,1,1,5
1,133.288784373583,1,1,3
1,140.014280238111,1,1,5
1,138.893369234166,0,1,5
1,139.944770850953,1,1,3
1,137.122911793644,1,1,2
1,136.565921737786,0,1,4
1,136.396131840899,0,1,5
1,138.927477423001,1,0,5
1,146.840663240143,1,1,5
1,145.245433132797,0,1,5
1,138.200124410285,0,1,5
1,131.570417727306,1,0,4
1,135.77708285732,1,1,3
1,137.711197333797,1,1,2
1,140.518190021142,1,1,2
1,136.686963621496,1,1,4
1,150.033403454159,1,1,5
1,138.638662327908,0,1,2
1,133.930277648802,1,1,3
1,139.293691213587,1,1,4
1,134.973112092033,1,1,5
1,140.780778536377,1,0,4
1,141.168168070449,1,1,3
1,141.777938058142,1,1,1
1,131.890708704379,1,1,1
1,141.103556454853,1,1,4
1,141.552250402708,1,1,1
1,132.894457762478,1,1,1
1,144.776828198652,1,1,2
1,143.920854395472,0,1,3
1,151.498096805772,0,1,2
1,140.783514936879,1,1,3
1,140.23366763759,1,1,3
1,140.482929170412,0,0,2
1,140.348831154502,0,0,2
1,130.757636123312,0,0,4
1,131.644364706789,1,1,2
1,139.612305166044,1,1,5
1,137.094663097168,1,1,5
1,140.273682625287,1,0,2
1,129.443958133697,1,1,2
1,132.506508727366,0,1,1
1,134.492582805306,0,1,2
1,144.930291105301,1,1,4
1,134.507549964549,0,1,2
1,136.002430232117,1,1,1
1,140.39936909337,1,1,5
1,138.386268190874,0,1,2
1,140.73208589334,0,1,1
1,151.525309910228,1,1,2
1,134.376981643709,0,1,2
1,138.472651800451,1,1,1
1,137.416202751281,1,0,2
1,147.561977134162,1,1,4
1,136.152575385549,1,1,4
1,139.589565481121,0,1,3
1,143.935668071614,0,1,5
1,134.707047320258,0,1,4
1,148.27587907871,0,1,5
1,143.378812077371,1,1,3
1,134.628966952348,1,1,2
1,142.272889045289,1,1,3
1,138.933464283835,0,1,4
1,141.566143859972,1,1,2
1,139.550124014922,0,1,5
1,145.352580183892,0,1,2
1,133.244498071483,0,1,3
1,137.38691651402,0,1,4
1,138.754046611223,1,1,1
1,135.021006375743,1,1,2
1,134.800224781169,1,1,2
1,139.910098797117,0,1,2
1,139.339124335716,1,1,4
1,127.253286126248,1,1,2
1,145.202867278597,1,1,3
1,141.248628679926,1,1,5
1,152.081036865742,1,1,5
1,143.425991190255,0,1,4
1,137.76520345519,0,1,4
1,153.98695573479,0,0,3
1,154.161130119578,1,1,3
1,133.906440918549,0,1,5
1,142.345159779777,1,1,4
1,138.943765406839,1,1,3
1,140.93525573277,1,1,1
1,141.137713642844,1,1,3
1,133.690497685655,1,1,4
1,141.427947901213,0,1,2
1,148.746236815709,1,1,3
1,139.179549979326,1,1,4
1,139.185366446508,1,0,1
1,146.992860031687,1,1,1
1,144.491981203415,1,1,3
1,131.757525908094,1,1,5
1,141.142784866311,1,1,5
1,148.267736173389,1,1,4
1,147.076381749596,0,0,1
1,142.099758019071,0,1,3
1,143.606104035564,0,1,2
1,134.015323939057,1,1,5
1,141.500657834407,0,1,2
1,135.227755324061,1,1,3
1,137.709909659515,0,0,1
1,144.678018418898,0,1,4
1,134.315534441544,1,1,2
1,141.334591254365,0,1,1
1,142.141660197358,1,1,1
1,140.274559849198,1,1,5
1,149.110944109177,1,1,2
1,134.888263357124,1,1,4
1,143.030651307178,0,1,4
1,139.555347162747,1,1,4
1,138.69583878083,1,1,4
1,142.320456169262,0,0,1
1,134.89799704658,0,1,5
1,133.432745417408,0,1,4
1,137.527595622583,0,1,5
1,148.758785748777,1,0,5
1,140.278823873063,0,1,2
1,141.657171991139,0,1,5
1,139.050766811612,1,1,4
1,142.352463659769,0,1,2
1,135.241602284914,0,1,1
1,145.789552332843,1,1,2
1,142.923526301207,0,1,2
1,135.967735886541,1,1,5
1,140.27276622906,1,1,2
1,143.581658097496,1,1,5
1,142.788654910273,1,1,1
1,147.409670079384,0,1,4
1,136.935061225526,1,1,3
1,145.580683077452,1,1,4
1,145.182740049706,0,1,4
1,139.187584340486,0,1,5
1,135.120366535891,0,0,2
1,134.554274045577,1,1,1
1,142.288934789725,0,0,5
1,139.644366331396,1,1,4
1,148.895513334257,0,0,4
1,142.675689802481,0,1,2
1,138.140275624183,0,0,3
1,134.872288757514,0,1,1
1,137.087991626974,0,1,4
1,141.714441964487,0,1,5
1,137.745326764717,0,0,2
1,142.571150601153,1,1,4
1,138.328309739151,1,1,5
1,139.472200456028,1,1,5
1,136.347451635961,1,1,3
1,149.525217924544,0,1,5
1,141.663108657352,1,1,3
1,141.153168202497,1,1,3
1,131.54068792558,0,0,5
1,143.298959497747,0,0,4
1,134.881882055601,1,1,4
1,135.542392128228,1,1,2
1,144.591705855108,0,1,3
1,137.736496767459,1,1,1
1,131.258138599984,1,0,3
1,148.849520549447,1,1,5
1,128.112965373037,0,1,2
1,142.864057649298,1,1,4
1,145.086246245423,1,0,3
1,136.845160666697,1,1,5
1,142.221435257058,0,1,4
1,142.195651941943,0,1,1
1,145.203115764573,0,1,1
1,142.420496939763,1,1,5
1,138.775581104537,1,1,4
1,144.579960289701,1,1,4
1,144.003111782549,0,0,5
1,135.317154829321,1,1,4
1,132.996062830021,1,1,2
1,140.801387699966,1,1,3
1,138.630188126124,0,1,1
1,135.072304437189,0,1,3
1,140.419653397575,1,1,3
1,133.400017367565,0,1,3
1,140.806131756631,1,1,1
1,136.87535806229,0,0,4
1,144.785821370962,0,1,5
1,152.122445705808,0,0,3
1,135.420103781566,1,1,1
1,145.288320854715,1,0,2
1,144.125748638841,1,1,5
1,139.649028878473,1,1,4
1,137.731768129715,1,1,2
1,147.876538534187,1,1,1
1,129.972710908819,0,0,4
1,136.784026042032,0,1,4
1,132.815782781711,0,1,4
1,146.97656719473,1,0,3
1,139.046482836776,1,1,2
1,137.376644002652,0,1,5
1,155.920222370332,0,1,4
1,139.749813660562,1,1,4
1,137.781253440667,1,0,3
1,141.499326250681,1,1,3
1,132.157876896225,1,0,5
1,142.45151321336,1,1,4
1,139.5191839946,1,1,5
1,142.342625612651,1,1,1
1,135.088146820311,0,1,5
1,134.88508078926,0,0,4
1,136.532926683619,1,0,3
1,136.160052134536,1,1,3
1,146.495249833418,1,1,2
1,147.89572780904,0,1,2
1,139.215540234805,0,1,3
1,138.205317197077,1,1,4
1,138.354805847892,1,1,2
1,140.346182389265,0,1,3
1,140.484521168505,1,1,3
1,141.450171938828,1,1,4
1,136.266605294769,0,1,5
1,135.765518055898,1,1,4
1,145.98538831873,1,1,1
1,137.256863194483,0,1,3
1,141.515228476127,0,0,2
1,139.715147330983,0,1,5
1,135.210753039247,1,1,3
1,142.955309547058,1,0,4
1,140.865524367465,0,0,4
1,146.998916781063,0,1,2
1,140.587297923135,0,1,5
1,138.342271208996,1,0,4
1,141.391474566527,0,1,5
1,134.072041754823,0,1,2
1,135.820529733032,1,1,3
1,142.551366255697,1,0,4
1,138.33439549388,0,1,2
1,139.670195268238,1,1,1
1,139.42389145289,0,1,4
1,136.747436906127,1,1,2
1,129.906556704588,1,1,1
1,141.744174850883,1,1,5
1,143.808197538234,1,0,5
1,133.556418823249,1,1,3
1,147.412013592293,0,1,5
1,141.925774118436,0,1,1
1,146.708201474969,1,1,1
1,135.214147643789,1,1,4
1,140.833906441771,0,1,5
1,139.499930205306,0,1,4
1,143.842537159409,0,1,3
1,137.120702160437,0,1,3
1,139.949511640238,0,1,3
1,131.10670425628,1,1,3
1,136.111892785648,1,1,1
1,140.625169418326,0,1,3
1,136.468392538059,0,1,3
1,139.782152570943,1,1,3
1,137.660370130374,0,1,5
1,143.034650680807,1,1,2
1,145.842441543748,1,0,1
1,135.887492935962,0,0,3
1,138.464817207026,0,0,3
1,147.198806291849,0,1,5
1,129.005383729081,1,1,5
1,138.400811041296,1,1,5
1,150.323521420717,1,1,3
1,150.967950345321,1,1,2
1,140.782976616751,1,1,4
1,135.681955246932,1,1,5
1,140.827287097452,1,1,1
1,136.736128020265,0,1,2
1,147.264086411457,0,1,3
1,135.967586721485,1,1,4
1,141.864557976044,1,1,4
1,143.099250372843,1,1,3
1,136.212449196521,1,0,2
1,144.257623407531,0,0,5
1,136.260350145418,1,1,5
1,143.15119914827,0,1,5
1,145.483308165518,0,1,1
1,135.057785388084,1,1,2
1,145.539975204898,1,1,4
1,137.552335643938,0,0,3
1,141.471766942185,1,0,1
1,141.009187361444,1,1,1
1,137.864018068309,1,1,1
1,141.340514349989,0,1,5
1,133.847845372881,0,1,4
1,139.319315639075,0,1,5
1,144.128954158326,1,1,5
1,129.129376753853,1,1,4
1,132.560369063209,0,1,2
1,134.190312212015,1,1,5
1,132.054551529273,1,0,3
1,142.097915196482,0,1,2
1,135.03535825122,1,1,4
1,129.177264573355,1,1,4
1,136.812156174598,0,1,3
1,138.046823742626,1,0,2
1,144.283927368891,1,1,1
1,134.481239320006,1,1,5
1,145.806446278693,1,1,3
1,141.991813578143,1,1,4
1,141.811760788178,1,0,3
1,135.737371648427,0,1,5
1,149.76833939949,0,0,5
1,139.178645839514,1,0,2
1,130.875512079108,1,1,3
1,138.980717643038,1,1,4
1,130.32777964634,0,1,3
1,138.447449421067,0,0,4
1,137.888864984052,1,0,1
1,143.409148452017,0,1,5
1,145.047480928687,1,1,2
1,136.369475175494,0,1,5
1,144.030544341875,1,1,4
1,147.121615548344,0,1,4
1,136.079279975787,1,1,1
1,136.737978167503,1,1,2
1,143.253891815768,0,1,5
1,140.91523984972,1,0,1
1,142.743874802221,1,1,5
1,147.023421472738,0,1,4
1,141.935415597882,1,1,4
1,145.258506350877,0,1,4
1,143.114527311686,1,0,1
1,142.168101949044,0,1,3
1,141.930422190922,1,0,5
1,146.45661652229,1,0,1
1,134.988700631447,1,1,2
1,134.474086354213,0,1,4
1,142.959730016986,1,1,4
1,139.401551679334,0,1,4
1,140.370026058425,1,1,3
1,143.706386885857,1,1,1
1,143.766475239245,0,1,4
1,138.686647483191,1,1,5
1,138.437280655014,0,1,1
1,140.367993045039,0,1,4
1,145.315088946474,0,1,4
1,142.130102433395,1,0,1
1,147.165037554116,0,0,5
1,139.9618156479,0,1,1
1,145.628338026104,1,1,3
1,144.415011555086,0,1,2
1,143.0604173045,0,1,4
1,142.073503533892,0,0,2
1,138.600588014287,1,1,1
1,139.454812454154,1,1,5
1,141.146977478542,0,1,3
1,140.244444453396,0,1,2
1,144.716122341931,1,1,5
1,139.453414384068,1,1,3
1,139.648115392061,0,1,2
1,137.578404562172,1,1,2
1,139.308318357283,1,1,2
1,139.656171788481,0,1,5
1,128.431321130503,1,1,1
1,133.175841513928,0,1,1
1,139.63756545024,1,1,2
1,138.673581125678,1,1,5
1,133.995653358963,1,1,5
1,130.042309119785,0,1,1
1,138.228153900433,1,1,2
1,143.267478828471,1,1,5
1,148.866193159638,1,1,1
1,139.807716031453,1,1,4
1,147.465924203139,0,1,2
1,140.41511078818,1,0,4
1,140.577660521298,0,1,3
1,141.624126566744,1,0,3
1,135.647113773695,0,1,4
1,139.741408935526,0,0,1
1,144.542238493961,1,1,1
1,136.251371065739,0,1,2
1,138.39196965056,1,1,5
1,134.261146247704,1,1,2
1,141.771760982247,1,1,1
1,142.123998911945,1,1,5
1,143.24173675612,0,1,3
